iteration,rtt_ms,status
1492,0.673,ok
1493,0.732,ok
1494,0.780,ok
1495,0.729,ok
1496,0.667,ok
1497,0.758,ok
1498,0.637,ok
1499,0.558,ok
1500,0.532,ok
1501,0.543,ok
1502,0.518,ok
1503,0.590,ok
1504,0.558,ok
1505,0.585,ok
1506,0.577,ok
1507,0.584,ok
1508,0.590,ok
1509,0.599,ok
1510,0.644,ok
1511,0.534,ok
1512,0.618,ok
1513,0.587,ok
1514,0.572,ok
1515,0.561,ok
1516,0.603,ok
1517,0.568,ok
1518,0.533,ok
1519,0.467,ok
1520,0.387,ok
1521,0.354,ok
1522,0.458,ok
1523,0.445,ok
1524,0.374,ok
1525,0.362,ok
1526,0.360,ok
1527,0.546,ok
1528,0.373,ok
1529,0.359,ok
1530,0.506,ok
1531,0.440,ok
1532,0.366,ok
1533,0.709,ok
1534,0.785,ok
1535,0.819,ok
1536,0.847,ok
1537,0.579,ok
1538,0.725,ok
1539,0.757,ok
1540,0.573,ok
1541,0.595,ok
1542,0.556,ok
1543,0.513,ok
1544,0.380,ok
1545,0.509,ok
1546,0.535,ok
1547,0.502,ok
1548,0.457,ok
1549,0.448,ok
1550,0.525,ok
1551,0.664,ok
1552,0.666,ok
1553,0.520,ok
1554,0.672,ok
1555,0.574,ok
1556,0.565,ok
1557,0.510,ok
1558,0.468,ok
1559,39.896,ok
1560,0.655,ok
1561,0.557,ok
1562,0.501,ok
1563,0.478,ok
1564,0.491,ok
1565,0.450,ok
1566,0.553,ok
1567,0.602,ok
1568,0.534,ok
1569,0.608,ok
1570,0.491,ok
1571,0.571,ok
1572,0.539,ok
1573,0.719,ok
1574,0.571,ok
1575,0.476,ok
1576,0.503,ok
1577,0.496,ok
1578,0.586,ok
1579,0.515,ok
1580,0.467,ok
1581,0.567,ok
1582,0.782,ok
1583,0.580,ok
1584,0.518,ok
1585,0.471,ok
1586,0.610,ok
1587,0.546,ok
1588,1.058,ok
1589,0.609,ok
1590,0.445,ok
1591,0.606,ok
1592,0.713,ok
1593,0.903,ok
1594,0.465,ok
1595,0.658,ok
1596,0.584,ok
1597,0.703,ok
1598,0.595,ok
1599,0.526,ok
1600,0.647,ok
1601,0.595,ok
1602,0.590,ok
1603,0.660,ok
1604,0.587,ok
1605,0.597,ok
1606,0.673,ok
1607,0.555,ok
1608,0.527,ok
1609,0.442,ok
1610,0.603,ok
1611,0.466,ok
1612,0.374,ok
1613,0.348,ok
1614,0.368,ok
1615,0.383,ok
1616,0.437,ok
1617,0.512,ok
1618,0.411,ok
1619,0.468,ok
1620,0.545,ok
1621,0.598,ok
1622,0.699,ok
1623,0.565,ok
1624,0.436,ok
1625,0.516,ok
1626,0.491,ok
1627,0.438,ok
1628,0.773,ok
1629,0.544,ok
1630,0.848,ok
1631,0.966,ok
1632,1.003,ok
1633,0.679,ok
1634,2.139,ok
1635,0.809,ok
1636,0.644,ok
1637,0.563,ok
1638,0.916,ok
1639,0.561,ok
1640,0.590,ok
1641,0.563,ok
1642,0.668,ok
1643,0.563,ok
1644,0.534,ok
1645,0.990,ok
1646,1.100,ok
1647,1.048,ok
1648,0.823,ok
1649,1.325,ok
1650,0.912,ok
1651,0.716,ok
1652,0.677,ok
1653,0.547,ok
1654,0.643,ok
1655,0.643,ok
1656,0.772,ok
1657,0.602,ok
1658,0.891,ok
1659,0.684,ok
1660,0.579,ok
1661,0.643,ok
1662,0.528,ok
1663,0.562,ok
1664,0.701,ok
1665,0.497,ok
1666,0.522,ok
1667,0.446,ok
1668,0.415,ok
1669,0.405,ok
1670,0.644,ok
1671,0.519,ok
1672,0.461,ok
1673,0.512,ok
1674,0.676,ok
1675,0.505,ok
1676,0.395,ok
1677,0.454,ok
1678,0.408,ok
1679,0.428,ok
1680,0.316,ok
1681,0.313,ok
1682,0.313,ok
1683,0.456,ok
1684,0.459,ok
1685,0.447,ok
1686,0.487,ok
1687,0.422,ok
1688,0.354,ok
1689,0.392,ok
1690,0.478,ok
1691,0.434,ok
1692,0.518,ok
1693,1.008,ok
1694,0.411,ok
1695,0.381,ok
1696,0.370,ok
1697,0.630,ok
1698,0.819,ok
1699,0.706,ok
1700,0.735,ok
1701,0.575,ok
1702,0.558,ok
1703,0.554,ok
1704,0.538,ok
1705,0.454,ok
1706,0.502,ok
1707,0.472,ok
1708,0.774,ok
1709,0.514,ok
1710,0.621,ok
1711,0.592,ok
1712,0.512,ok
1713,0.538,ok
1714,0.576,ok
1715,0.486,ok
1716,0.437,ok
1717,0.443,ok
1718,0.358,ok
1719,0.316,ok
1720,0.315,ok
1721,0.375,ok
1722,0.322,ok
1723,0.337,ok
1724,0.349,ok
1725,0.352,ok
1726,0.356,ok
1727,0.346,ok
1728,0.394,ok
1729,0.306,ok
1730,0.302,ok
1731,0.329,ok
1732,0.345,ok
1733,0.350,ok
1734,0.356,ok
1735,0.345,ok
1736,0.612,ok
1737,0.667,ok
1738,0.846,ok
1739,0.466,ok
1740,0.461,ok
1741,0.479,ok
1742,0.802,ok
1743,0.679,ok
1744,0.644,ok
1745,0.655,ok
1746,0.641,ok
1747,0.655,ok
1748,0.639,ok
1749,8.995,ok
1750,0.738,ok
1751,0.600,ok
1752,0.407,ok
1753,0.418,ok
1754,0.398,ok
1755,0.370,ok
1756,0.412,ok
1757,0.422,ok
1758,0.375,ok
1759,0.431,ok
1760,0.478,ok
1761,0.395,ok
1762,0.612,ok
1763,0.698,ok
1764,0.660,ok
1765,0.500,ok
1766,0.380,ok
1767,0.539,ok
1768,0.422,ok
1769,0.371,ok
1770,0.582,ok
1771,0.538,ok
1772,0.514,ok
1773,1.007,ok
1774,0.733,ok
1775,0.974,ok
1776,0.496,ok
1777,0.777,ok
1778,0.698,ok
1779,0.716,ok
1780,0.547,ok
1781,0.539,ok
1782,0.844,ok
1783,0.676,ok
1784,0.594,ok
1785,0.664,ok
1786,0.646,ok
1787,0.459,ok
1788,0.517,ok
1789,0.522,ok
1790,0.477,ok
1791,0.454,ok
1792,0.573,ok
1793,0.625,ok
1794,0.479,ok
1795,0.466,ok
1796,0.487,ok
1797,0.484,ok
1798,0.442,ok
1799,0.435,ok
1800,0.367,ok
1801,0.363,ok
1802,0.357,ok
1803,0.441,ok
1804,0.389,ok
1805,0.389,ok
1806,0.367,ok
1807,0.379,ok
1808,0.379,ok
1809,0.389,ok
1810,0.400,ok
1811,0.317,ok
1812,0.303,ok
1813,0.450,ok
1814,0.364,ok
1815,0.466,ok
1816,0.594,ok
1817,0.554,ok
1818,0.405,ok
1819,0.385,ok
1820,0.462,ok
1821,0.430,ok
1822,0.796,ok
1823,0.702,ok
1824,1.222,ok
1825,1.035,ok
1826,1.048,ok
1827,1.022,ok
1828,0.843,ok
1829,1.480,ok
1830,1.131,ok
1831,0.682,ok
1832,0.604,ok
1833,0.471,ok
1834,0.461,ok
1835,0.610,ok
1836,0.574,ok
1837,0.499,ok
1838,0.476,ok
1839,0.462,ok
1840,0.423,ok
1841,0.416,ok
1842,0.589,ok
1843,0.374,ok
1844,0.532,ok
1845,0.313,ok
1846,0.420,ok
1847,0.447,ok
1848,0.491,ok
1849,0.644,ok
1850,0.632,ok
1851,0.594,ok
1852,0.599,ok
1853,0.644,ok
1854,0.636,ok
1855,0.531,ok
1856,0.482,ok
1857,0.477,ok
1858,0.505,ok
1859,0.456,ok
1860,0.453,ok
1861,0.511,ok
1862,0.484,ok
1863,0.412,ok
1864,0.421,ok
1865,0.377,ok
1866,0.557,ok
1867,0.374,ok
1868,0.430,ok
1869,0.457,ok
1870,0.987,ok
1871,2.003,ok
1872,0.992,ok
1873,0.751,ok
1874,0.668,ok
1875,0.533,ok
1876,0.625,ok
1877,0.792,ok
1878,0.773,ok
1879,0.632,ok
1880,0.746,ok
1881,0.734,ok
1882,0.648,ok
1883,6.639,ok
1884,0.680,ok
1885,0.519,ok
1886,0.483,ok
1887,0.614,ok
1888,0.538,ok
1889,0.536,ok
1890,0.523,ok
1891,0.517,ok
1892,0.586,ok
1893,0.642,ok
1894,0.597,ok
1895,0.525,ok
1896,0.570,ok
1897,0.622,ok
1898,0.639,ok
1899,0.503,ok
1900,0.991,ok
1901,0.663,ok
1902,0.624,ok
1903,0.568,ok
1904,0.505,ok
1905,0.594,ok
1906,0.549,ok
1907,0.524,ok
1908,0.569,ok
1909,0.544,ok
1910,0.534,ok
1911,0.539,ok
1912,0.540,ok
1913,0.623,ok
1914,1.178,ok
1915,0.557,ok
1916,0.682,ok
1917,0.653,ok
1918,0.532,ok
1919,0.619,ok
1920,0.691,ok
1921,0.650,ok
1922,0.524,ok
1923,0.567,ok
1924,0.550,ok
1925,0.482,ok
1926,0.535,ok
1927,0.504,ok
1928,0.509,ok
1929,0.462,ok
1930,0.503,ok
1931,0.397,ok
1932,0.454,ok
1933,0.524,ok
1934,0.550,ok
1935,0.504,ok
1936,0.521,ok
1937,0.488,ok
1938,0.446,ok
1939,0.420,ok
1940,0.420,ok
1941,0.542,ok
1942,0.499,ok
1943,0.472,ok
1944,0.561,ok
1945,0.490,ok
1946,0.515,ok
1947,0.478,ok
1948,0.583,ok
1949,0.931,ok
1950,0.507,ok
1951,1.114,ok
1952,1.065,ok
1953,0.560,ok
1954,0.717,ok
1955,0.868,ok
1956,0.821,ok
1957,0.650,ok
1958,0.650,ok
1959,0.516,ok
1960,0.511,ok
1961,0.679,ok
1962,0.587,ok
1963,0.534,ok
1964,0.500,ok
1965,0.526,ok
1966,0.478,ok
1967,0.503,ok
1968,0.512,ok
1969,0.389,ok
1970,0.494,ok
1971,0.594,ok
1972,0.525,ok
1973,0.440,ok
1974,0.454,ok
1975,0.410,ok
1976,0.472,ok
1977,0.522,ok
1978,0.458,ok
1979,0.557,ok
1980,0.522,ok
1981,0.532,ok
1982,0.472,ok
1983,0.537,ok
1984,0.526,ok
1985,0.438,ok
1986,1.258,ok
1987,0.626,ok
1988,0.734,ok
1989,0.607,ok
1990,0.746,ok
1991,1.189,ok
1992,0.417,ok
1993,0.704,ok
1994,0.686,ok
1995,2.088,ok
1996,0.515,ok
1997,0.999,ok
1998,0.651,ok
1999,0.545,ok
2000,0.707,ok
2001,0.625,ok
2002,0.732,ok
2003,0.611,ok
2004,0.531,ok
2005,0.586,ok
2006,0.361,ok
2007,0.365,ok
2008,0.536,ok
2009,0.483,ok
2010,0.498,ok
2011,0.490,ok
2012,48.797,ok
2013,0.723,ok
2014,0.566,ok
2015,0.585,ok
2016,0.591,ok
2017,0.439,ok
2018,0.413,ok
2019,0.485,ok
2020,0.523,ok
2021,0.455,ok
2022,0.581,ok
2023,0.631,ok
2024,0.563,ok
2025,0.528,ok
2026,0.520,ok
2027,0.512,ok
2028,0.448,ok
2029,0.636,ok
2030,0.549,ok
2031,0.757,ok
2032,0.736,ok
2033,0.695,ok
2034,1.273,ok
2035,0.598,ok
2036,0.540,ok
2037,0.591,ok
2038,0.632,ok
2039,2.024,ok
2040,0.612,ok
2041,0.563,ok
2042,0.432,ok
2043,0.620,ok
2044,0.690,ok
2045,0.631,ok
2046,0.564,ok
2047,0.615,ok
2048,0.696,ok
2049,0.647,ok
2050,0.593,ok
2051,0.559,ok
2052,0.557,ok
2053,0.532,ok
2054,0.499,ok
2055,0.436,ok
2056,0.494,ok
2057,0.497,ok
2058,0.470,ok
2059,0.499,ok
2060,0.539,ok
2061,0.551,ok
2062,0.428,ok
2063,0.402,ok
2064,0.332,ok
2065,0.348,ok
2066,0.417,ok
2067,0.504,ok
2068,0.446,ok
2069,0.404,ok
2070,0.528,ok
2071,0.426,ok
2072,0.438,ok
2073,0.354,ok
2074,0.464,ok
2075,0.426,ok
2076,0.436,ok
2077,0.428,ok
2078,0.931,ok
2079,0.645,ok
2080,0.560,ok
2081,0.598,ok
2082,0.583,ok
2083,0.610,ok
2084,0.532,ok
2085,0.566,ok
2086,0.492,ok
2087,0.500,ok
2088,0.496,ok
2089,0.551,ok
2090,0.598,ok
2091,0.461,ok
2092,0.556,ok
2093,0.539,ok
2094,0.572,ok
2095,0.488,ok
2096,0.599,ok
2097,0.639,ok
2098,0.665,ok
2099,0.569,ok
2100,0.458,ok
2101,0.461,ok
2102,0.821,ok
2103,0.465,ok
2104,0.407,ok
2105,0.547,ok
2106,0.592,ok
2107,0.421,ok
2108,0.598,ok
2109,0.440,ok
2110,0.697,ok
2111,0.689,ok
2112,0.558,ok
2113,0.930,ok
2114,0.779,ok
2115,0.625,ok
2116,1.039,ok
2117,0.684,ok
2118,0.856,ok
2119,1.033,ok
2120,0.591,ok
2121,0.505,ok
2122,0.455,ok
2123,0.946,ok
2124,0.803,ok
2125,0.654,ok
2126,46.223,ok
2127,0.612,ok
2128,0.431,ok
2129,0.448,ok
2130,0.400,ok
2131,0.427,ok
2132,0.389,ok
2133,0.395,ok
2134,0.569,ok
2135,0.451,ok
2136,0.410,ok
2137,0.418,ok
2138,0.548,ok
2139,0.423,ok
2140,0.424,ok
2141,1.105,ok
2142,0.737,ok
2143,0.597,ok
2144,0.686,ok
2145,0.563,ok
2146,0.828,ok
2147,0.723,ok
2148,0.684,ok
2149,0.604,ok
2150,0.956,ok
2151,0.911,ok
2152,0.728,ok
2153,1.027,ok
2154,0.653,ok
2155,0.810,ok
2156,0.565,ok
2157,0.581,ok
2158,0.475,ok
2159,0.506,ok
2160,0.515,ok
2161,0.436,ok
2162,0.379,ok
2163,0.370,ok
2164,0.423,ok
2165,0.408,ok
2166,0.379,ok
2167,0.636,ok
2168,0.585,ok
2169,0.497,ok
2170,0.492,ok
2171,0.445,ok
2172,0.393,ok
2173,0.534,ok
2174,0.436,ok
2175,0.527,ok
2176,0.685,ok
2177,0.678,ok
2178,0.698,ok
2179,0.705,ok
2180,0.634,ok
2181,0.619,ok
2182,0.612,ok
2183,0.540,ok
2184,0.588,ok
2185,0.458,ok
2186,0.382,ok
2187,0.386,ok
2188,0.350,ok
2189,0.507,ok
2190,0.563,ok
2191,0.623,ok
2192,0.441,ok
2193,0.411,ok
2194,0.504,ok
2195,0.479,ok
2196,0.337,ok
2197,0.373,ok
2198,0.397,ok
2199,0.322,ok
2200,0.341,ok
2201,0.336,ok
2202,0.896,ok
2203,0.669,ok
2204,0.612,ok
2205,0.636,ok
2206,0.517,ok
2207,0.617,ok
2208,0.878,ok
2209,0.688,ok
2210,1.020,ok
2211,0.531,ok
2212,1.786,ok
2213,0.913,ok
2214,0.641,ok
2215,0.535,ok
2216,0.535,ok
2217,0.559,ok
2218,0.821,ok
2219,0.612,ok
2220,0.431,ok
2221,0.470,ok
2222,0.437,ok
2223,0.479,ok
2224,0.389,ok
2225,0.401,ok
2226,0.403,ok
2227,0.536,ok
2228,0.529,ok
2229,0.472,ok
2230,0.464,ok
2231,0.462,ok
2232,0.426,ok
2233,0.514,ok
2234,0.429,ok
2235,0.410,ok
2236,0.458,ok
2237,0.435,ok
2238,0.486,ok
2239,0.536,ok
2240,0.664,ok
2241,0.537,ok
2242,0.592,ok
2243,0.586,ok
2244,0.523,ok
2245,0.487,ok
2246,0.492,ok
2247,0.529,ok
2248,0.455,ok
2249,0.453,ok
2250,0.517,ok
2251,0.480,ok
2252,0.523,ok
2253,0.376,ok
2254,0.442,ok
2255,0.431,ok
2256,0.498,ok
2257,0.428,ok
2258,0.549,ok
2259,0.517,ok
2260,0.536,ok
2261,0.561,ok
2262,0.521,ok
2263,0.540,ok
2264,0.782,ok
2265,0.614,ok
2266,0.828,ok
2267,0.744,ok
2268,1.060,ok
2269,0.688,ok
2270,0.548,ok
2271,0.604,ok
2272,0.588,ok
2273,0.810,ok
2274,0.969,ok
2275,0.585,ok
2276,0.820,ok
2277,0.788,ok
2278,0.615,ok
2279,0.396,ok
2280,0.648,ok
2281,0.514,ok
2282,0.487,ok
2283,0.477,ok
2284,0.552,ok
2285,0.527,ok
2286,0.606,ok
2287,0.560,ok
2288,0.588,ok
2289,0.584,ok
2290,0.558,ok
2291,0.532,ok
2292,0.553,ok
2293,0.425,ok
2294,0.491,ok
2295,0.439,ok
2296,0.461,ok
2297,0.502,ok
2298,0.531,ok
2299,0.533,ok
2300,0.561,ok
2301,0.694,ok
2302,0.647,ok
2303,0.597,ok
2304,0.588,ok
2305,0.528,ok
2306,0.497,ok
2307,0.561,ok
2308,0.503,ok
2309,0.502,ok
2310,0.442,ok
2311,0.435,ok
2312,0.458,ok
2313,0.510,ok
2314,0.569,ok
2315,0.755,ok
2316,0.595,ok
2317,0.540,ok
2318,0.469,ok
2319,0.682,ok
2320,0.563,ok
2321,0.608,ok
2322,1.170,ok
2323,1.060,ok
2324,0.797,ok
2325,0.679,ok
2326,0.655,ok
2327,0.565,ok
2328,0.789,ok
2329,0.786,ok
2330,0.512,ok
2331,0.656,ok
2332,0.938,ok
2333,0.714,ok
2334,1.433,ok
2335,0.675,ok
2336,0.489,ok
2337,0.501,ok
2338,0.516,ok
2339,0.383,ok
2340,0.427,ok
2341,0.374,ok
2342,0.393,ok
2343,0.404,ok
2344,0.404,ok
2345,0.367,ok
2346,0.470,ok
2347,0.489,ok
2348,0.505,ok
2349,0.457,ok
2350,0.367,ok
2351,0.365,ok
2352,0.380,ok
2353,0.424,ok
2354,0.388,ok
2355,0.423,ok
2356,0.418,ok
2357,0.431,ok
2358,0.526,ok
2359,0.588,ok
2360,0.481,ok
2361,0.637,ok
2362,0.547,ok
2363,0.568,ok
2364,0.492,ok
2365,0.510,ok
2366,0.430,ok
2367,0.430,ok
2368,0.547,ok
2369,0.646,ok
2370,0.655,ok
2371,0.532,ok
2372,0.613,ok
2373,0.638,ok
2374,0.599,ok
2375,0.556,ok
2376,0.585,ok
2377,0.544,ok
2378,0.615,ok
2379,0.535,ok
2380,0.568,ok
2381,0.605,ok
2382,0.502,ok
2383,0.936,ok
2384,0.692,ok
2385,0.844,ok
2386,0.919,ok
2387,0.694,ok
2388,1.095,ok
2389,0.752,ok
2390,0.698,ok
2391,0.614,ok
2392,0.619,ok
2393,0.750,ok
2394,0.927,ok
2395,0.567,ok
2396,0.481,ok
2397,0.451,ok
2398,0.465,ok
2399,0.459,ok
2400,0.477,ok
2401,0.383,ok
2402,0.619,ok
2403,0.493,ok
2404,0.571,ok
2405,0.855,ok
2406,1.124,ok
2407,0.587,ok
2408,0.608,ok
2409,0.637,ok
2410,1.064,ok
2411,0.498,ok
2412,0.598,ok
2413,0.570,ok
2414,0.717,ok
2415,0.705,ok
2416,0.719,ok
2417,0.632,ok
2418,0.530,ok
2419,0.479,ok
2420,0.675,ok
2421,0.709,ok
2422,0.534,ok
2423,0.454,ok
2424,0.419,ok
2425,0.346,ok
2426,53.363,ok
2427,0.552,ok
2428,0.539,ok
2429,0.388,ok
2430,0.600,ok
2431,0.487,ok
2432,0.472,ok
2433,0.572,ok
2434,0.565,ok
2435,0.602,ok
2436,0.485,ok
2437,0.483,ok
2438,0.561,ok
2439,0.544,ok
2440,0.590,ok
2441,0.489,ok
2442,1.299,ok
2443,0.755,ok
2444,0.798,ok
2445,0.744,ok
2446,0.616,ok
2447,0.699,ok
2448,0.696,ok
2449,0.782,ok
2450,0.715,ok
2451,0.704,ok
2452,0.694,ok
2453,0.806,ok
2454,0.719,ok
2455,0.622,ok
2456,0.617,ok
2457,0.710,ok
2458,1.101,ok
2459,0.528,ok
2460,0.459,ok
2461,0.370,ok
2462,0.534,ok
2463,0.625,ok
2464,0.520,ok
2465,0.454,ok
2466,0.523,ok
2467,0.497,ok
2468,0.583,ok
2469,0.558,ok
2470,0.575,ok
2471,0.414,ok
2472,0.377,ok
2473,0.631,ok
2474,0.710,ok
2475,0.705,ok
2476,0.691,ok
2477,0.731,ok
2478,0.549,ok
2479,0.455,ok
2480,0.451,ok
2481,0.505,ok
2482,0.492,ok
2483,0.527,ok
2484,0.473,ok
2485,0.489,ok
2486,0.495,ok
2487,0.664,ok
2488,0.485,ok
2489,0.458,ok
2490,0.439,ok
2491,0.409,ok
2492,0.427,ok
2493,0.431,ok
2494,0.410,ok
2495,0.397,ok
2496,0.492,ok
2497,0.451,ok
2498,0.472,ok
2499,0.381,ok
2500,0.351,ok
2501,0.354,ok
2502,0.298,ok
2503,0.312,ok
2504,0.434,ok
2505,0.398,ok
2506,0.536,ok
2507,0.400,ok
2508,0.454,ok
2509,0.588,ok
2510,0.570,ok
2511,0.407,ok
2512,0.672,ok
2513,0.651,ok
2514,0.808,ok
2515,0.551,ok
2516,0.729,ok
2517,0.754,ok
2518,0.607,ok
2519,0.597,ok
2520,0.483,ok
2521,0.512,ok
2522,0.545,ok
2523,0.620,ok
2524,0.594,ok
2525,0.606,ok
2526,0.583,ok
2527,0.535,ok
2528,0.493,ok
2529,0.541,ok
2530,0.436,ok
2531,0.467,ok
2532,0.520,ok
2533,0.436,ok
2534,0.501,ok
2535,0.489,ok
2536,0.423,ok
2537,0.435,ok
2538,0.460,ok
2539,0.426,ok
2540,0.383,ok
2541,0.390,ok
2542,0.459,ok
2543,0.431,ok
2544,0.401,ok
2545,0.418,ok
2546,0.493,ok
2547,0.498,ok
2548,0.508,ok
2549,0.441,ok
2550,0.396,ok
2551,0.427,ok
2552,0.436,ok
2553,1.032,ok
2554,0.919,ok
2555,0.704,ok
2556,0.518,ok
2557,0.781,ok
2558,0.554,ok
2559,0.475,ok
2560,0.777,ok
2561,0.819,ok
2562,0.686,ok
2563,0.605,ok
2564,0.539,ok
2565,0.553,ok
2566,0.625,ok
2567,0.555,ok
2568,0.591,ok
2569,0.806,ok
2570,0.403,ok
2571,78.371,ok
2572,0.663,ok
2573,0.522,ok
2574,0.374,ok
2575,0.358,ok
2576,0.433,ok
2577,0.516,ok
2578,0.585,ok
2579,0.441,ok
2580,0.490,ok
2581,0.514,ok
2582,0.488,ok
2583,0.486,ok
2584,0.392,ok
2585,0.462,ok
2586,0.460,ok
2587,0.496,ok
2588,0.487,ok
2589,0.436,ok
2590,0.424,ok
2591,0.622,ok
2592,0.684,ok
2593,0.692,ok
2594,0.755,ok
2595,0.956,ok
2596,0.553,ok
2597,0.715,ok
2598,1.712,ok
2599,0.693,ok
2600,0.743,ok
2601,0.813,ok
2602,0.826,ok
2603,0.967,ok
2604,0.762,ok
2605,0.595,ok
2606,0.604,ok
2607,0.537,ok
2608,0.538,ok
2609,0.475,ok
2610,0.532,ok
2611,0.650,ok
2612,0.558,ok
2613,0.598,ok
2614,0.473,ok
2615,0.535,ok
2616,0.458,ok
2617,0.450,ok
2618,0.443,ok
2619,0.437,ok
2620,0.439,ok
2621,0.414,ok
2622,0.439,ok
2623,0.512,ok
2624,0.558,ok
2625,0.505,ok
2626,0.546,ok
2627,0.464,ok
2628,0.434,ok
2629,0.424,ok
2630,0.433,ok
2631,0.451,ok
2632,0.449,ok
2633,0.451,ok
2634,0.532,ok
2635,1.044,ok
2636,0.701,ok
2637,0.605,ok
2638,1.060,ok
2639,0.709,ok
2640,1.178,ok
2641,0.811,ok
2642,0.703,ok
2643,0.630,ok
2644,0.652,ok
2645,0.740,ok
2646,1.123,ok
2647,0.830,ok
2648,9.304,ok
2649,0.612,ok
2650,0.501,ok
2651,0.487,ok
2652,0.459,ok
2653,0.438,ok
2654,0.460,ok
2655,0.429,ok
2656,0.427,ok
2657,0.458,ok
2658,0.375,ok
2659,0.325,ok
2660,0.450,ok
2661,0.362,ok
2662,0.399,ok
2663,0.543,ok
2664,0.613,ok
2665,0.693,ok
2666,0.640,ok
2667,0.572,ok
2668,0.687,ok
2669,0.999,ok
2670,1.551,ok
2671,0.824,ok
2672,0.732,ok
2673,0.648,ok
2674,0.756,ok
2675,0.631,ok
2676,0.968,ok
2677,1.004,ok
2678,0.622,ok
2679,0.558,ok
2680,0.548,ok
2681,0.602,ok
2682,0.581,ok
2683,0.558,ok
2684,0.529,ok
2685,0.551,ok
2686,0.508,ok
2687,0.559,ok
2688,0.639,ok
2689,0.554,ok
2690,0.524,ok
2691,0.509,ok
2692,0.565,ok
2693,0.406,ok
2694,0.437,ok
2695,0.470,ok
2696,0.529,ok
2697,0.607,ok
2698,0.726,ok
2699,0.572,ok
2700,0.547,ok
2701,0.504,ok
2702,0.503,ok
2703,0.519,ok
2704,0.450,ok
2705,0.483,ok
2706,0.401,ok
2707,0.449,ok
2708,0.393,ok
2709,0.464,ok
2710,0.506,ok
2711,0.580,ok
2712,0.566,ok
2713,0.554,ok
2714,0.555,ok
2715,0.561,ok
2716,0.578,ok
2717,0.527,ok
2718,0.583,ok
2719,0.437,ok
2720,0.477,ok
2721,1.064,ok
2722,0.589,ok
2723,0.545,ok
2724,0.482,ok
2725,0.696,ok
2726,0.624,ok
2727,0.644,ok
2728,0.614,ok
2729,1.183,ok
2730,0.775,ok
2731,0.557,ok
2732,0.688,ok
2733,0.574,ok
2734,0.474,ok
2735,0.450,ok
2736,0.727,ok
2737,0.541,ok
2738,0.520,ok
2739,0.419,ok
2740,0.488,ok
2741,0.372,ok
2742,0.449,ok
2743,0.395,ok
2744,0.503,ok
2745,0.407,ok
2746,0.391,ok
2747,0.403,ok
2748,0.671,ok
2749,0.486,ok
2750,0.417,ok
2751,0.513,ok
2752,0.560,ok
2753,0.420,ok
2754,0.442,ok
2755,0.402,ok
2756,0.424,ok
2757,0.422,ok
2758,0.419,ok
2759,0.582,ok
2760,0.479,ok
2761,0.438,ok
2762,0.434,ok
2763,0.452,ok
2764,0.559,ok
2765,0.498,ok
2766,0.454,ok
2767,0.524,ok
2768,0.452,ok
2769,0.352,ok
2770,0.411,ok
2771,0.458,ok
2772,0.395,ok
2773,0.437,ok
2774,0.458,ok
2775,0.715,ok
2776,0.796,ok
2777,0.727,ok
2778,0.937,ok
2779,0.692,ok
2780,0.576,ok
2781,0.541,ok
2782,0.612,ok
2783,0.752,ok
2784,28.177,ok
2785,0.560,ok
2786,0.483,ok
2787,0.462,ok
2788,0.417,ok
2789,0.488,ok
2790,0.471,ok
2791,0.454,ok
2792,0.453,ok
2793,0.454,ok
2794,0.633,ok
2795,0.490,ok
2796,0.431,ok
2797,0.452,ok
2798,0.515,ok
2799,0.753,ok
2800,0.815,ok
2801,0.968,ok
2802,0.629,ok
2803,0.570,ok
2804,3.807,ok
2805,0.991,ok
2806,1.121,ok
2807,0.660,ok
2808,0.620,ok
2809,0.594,ok
2810,0.562,ok
2811,0.451,ok
2812,0.454,ok
2813,0.487,ok
2814,0.458,ok
2815,0.423,ok
2816,0.437,ok
2817,0.444,ok
2818,0.449,ok
2819,0.484,ok
2820,0.545,ok
2821,0.440,ok
2822,0.481,ok
2823,0.404,ok
2824,0.426,ok
2825,0.374,ok
2826,0.418,ok
2827,0.521,ok
2828,0.474,ok
2829,0.445,ok
2830,0.406,ok
2831,0.409,ok
2832,0.435,ok
2833,0.421,ok
2834,0.389,ok
2835,0.440,ok
2836,0.535,ok
2837,0.601,ok
2838,0.429,ok
2839,0.418,ok
2840,0.375,ok
2841,0.368,ok
2842,0.386,ok
2843,0.532,ok
2844,0.439,ok
2845,0.445,ok
2846,0.445,ok
2847,0.424,ok
2848,0.534,ok
2849,0.508,ok
2850,0.544,ok
2851,0.546,ok
2852,0.450,ok
2853,0.398,ok
2854,0.523,ok
2855,0.540,ok
2856,0.511,ok
2857,0.540,ok
2858,0.456,ok
2859,0.440,ok
2860,0.428,ok
2861,0.687,ok
2862,0.583,ok
2863,0.689,ok
2864,0.791,ok
2865,0.798,ok
2866,0.623,ok
2867,0.595,ok
2868,1.178,ok
2869,0.620,ok
2870,0.746,ok
2871,0.814,ok
2872,0.929,ok
2873,0.800,ok
2874,0.623,ok
2875,0.414,ok
2876,0.350,ok
2877,0.370,ok
2878,0.421,ok
2879,0.355,ok
2880,0.429,ok
2881,0.382,ok
2882,0.474,ok
2883,0.324,ok
2884,0.360,ok
2885,0.495,ok
2886,0.517,ok
2887,0.383,ok
2888,0.408,ok
2889,0.403,ok
